BURTON & GARRAN 7,JOHNS XXIII 7,BURGMANN 7,BRUCE 7,GRIFFIN 7,FENNER 7,URSULA 7,WRIGHT 7,WAMBURUN 7,BURTON & GARRAN 1,JOHNS XXIII 1,BRUCE 1,GRIFFIN 1,FENNER 1,BURTON & GARRAN 2,BRUCE 2,FENNER 2,BURTON & GARRAN 3,JOHNS XXIII 3,BRUCE 3,GRIFFIN 3,FENNER 3,URSULA 3,BURTON & GARRAN 4,BRUCE 4,GRIFFIN 4,URSULA 4,UNILODGE 4,WAMBURUN 4,BURTON & GARRAN 5,JOHNS XXIII 5,BURGMANN 5,BRUCE 5,GRIFFIN 5,URSULA 5,WRIGHT 5,WAMBURUN 5,BURTON & GARRAN 6,JOHNS XXIII 6,BURGMANN 6,BRUCE 6,GRIFFIN 6,URSULA 6,UNILODGE 6,WRIGHT 6,"DIV X - Bowie, Oslington-Elliott"
2022-10-30 10:02:27.017171,2022-10-30 10:23:57.767150,2022-10-30 10:14:39.647058,2022-10-30 10:03:02.404005,2022-10-30 11:24:32.281532,2022-10-30 10:02:19.568716,2022-10-30 10:11:56.884057,2022-10-30 10:23:46.460798,2022-10-30 10:29:54.244999,2022-10-30 10:54:04.046159,2022-10-30 15:52:33.064772,2022-10-30 11:42:00.735891,2022-10-30 10:26:00.014796,2022-10-30 13:09:05.940622,2022-10-30 15:07:58.190570,2022-10-30 10:48:44.272700,2022-10-31 18:38:20.726026,2022-10-30 08:43:54.173951,2022-10-30 08:57:11.232296,2022-10-30 10:39:01.885530,2022-10-30 09:52:04.870306,2022-10-31 10:53:34.042464,2022-10-30 08:59:15.687085,2022-10-30 08:46:07.642704,2022-10-30 09:09:08.073598,2022-10-30 10:04:09.992231,2022-10-30 08:59:44.016310,2022-10-30 14:17:43.213943,2022-10-30 10:05:49.739313,2022-10-30 10:05:07.222837,2022-10-30 11:09:56.849206,2022-10-30 11:05:53.755563,2022-10-30 10:06:56.014908,2022-10-30 12:37:59.768642,2022-10-30 13:45:35.704743,2022-10-30 11:14:20.102346,2022-10-30 11:57:19.463077,2022-10-30 10:25:30.907858,2022-10-30 11:08:47.903155,2022-10-30 11:04:29.910290,2022-10-30 10:36:08.804763,2022-10-30 11:53:29.519640,2022-10-30 11:09:16.188774,2022-10-30 11:56:04.868430,2022-10-30 12:10:19.787125,2022-10-30 10:20:49.497362
